2347	Percentile.java	evaluate	p	double	0	OutOfRangeException	$ <= 0
2348	Percentile.java	evaluate	length	int	0	RET	$ == 0
2349	Percentile.java	evaluate	length	int	0	RET	$ == 1
2356	Percentile.java	select	pivot	int	1	DEF	k < $
13690	Percentile.java	partition	j	int	0	NIL-WHILE	i < $
13691	Percentile.java	partition	j	int	0	NIL-WHILE	i < $
13692	Percentile.java	partition	j	int	0	NIL-WHILE	i < $
2360	Percentile.java	partition	j	int	0	DEF	i < $
13693	Percentile.java	insertionSort	end	int	0	NIL-FOR	j < $
2362	Percentile.java	setQuantile	p	double	0	OutOfRangeException	$ <= 0
1220	PoissonDistribution.java	PoissonDistribution	p	double	0	NotStrictlyPositiveException	$ <= 0
1221	PoissonDistribution.java	probability	x	int	1	DEF	$ < 0
1222	PoissonDistribution.java	probability	x	int	1	DEF	$ == 0
1223	PoissonDistribution.java	cumulativeProbability	x	int	0	RET	$ < 0
1230	PoissonDistribution.java	nextPoisson	a	int	0	DEF	$ == 0
12463	PollardRho.java	rhoBrent	r	int	0	NIL-FOR	i < $
12464	PollardRho.java	rhoBrent	r	int	0	NIL-DOWHILE	k < $
12465	PollardRho.java	rhoBrent	bound	int	0	NIL-FOR	i < $
1084	PollardRho.java	gcdPositive	a	int	1	RET	$ == 0
1085	PollardRho.java	gcdPositive	b	int	0	RET	$ == 0
827	PolygonsSet.java	verticesToTree	n	int	0	RET	$ == 0
12442	PolygonsSet.java	verticesToTree	i	int	0	NIL-FOR	$ < n
12442	PolygonsSet.java	verticesToTree	n	int	0	NIL-FOR	i < $
12443	PolygonsSet.java	verticesToTree	i	int	0	NIL-FOR	$ < n
12443	PolygonsSet.java	verticesToTree	n	int	0	NIL-FOR	i < $
828	PolygonsSet.java	verticesToTree	line	Line	0	DEF	$ == null
12444	PolygonsSet.java	insertEdges	inserted	Edge	0	NIL-WHILE	$ == null
832	PolygonsSet.java	insertEdges	inserted	Edge	0	RET	$ == null
833	PolygonsSet.java	insertEdges	parent	BSPTree<Euclidean2D>	1	DEF	$ == null
841	PolygonsSet.java	computeGeometricalProperties	v	Vector2D[][]	1	DEF	$.length == 0
844	PolygonsSet.java	computeGeometricalProperties	sum	double	1	DEF	$ < 0
847	PolygonsSet.java	getVertices	loop	List<ComparableSegment>	0	DEF	$ != null
850	PolygonsSet.java	getVertices	j	int	0	DEF	$ == 0
12446	PolygonsSet.java	followLoop	end	Vector2D	0	NIL-WHILE	$ != null
12446	PolygonsSet.java	followLoop	open	boolean	0	NIL-WHILE	$
12447	PolygonsSet.java	followLoop	n	Node	0	NIL-FOR	$ != null
855	PolygonsSet.java	followLoop	open	boolean	0	RET	$
856	PolygonsSet.java	followLoop	end	Vector2D	0	MathInternalError	$ == null
856	PolygonsSet.java	followLoop	open	boolean	0	MathInternalError	$
765	PolyhedronsSet.java	recurseFirstIntersection	cut	SubHyperplane<Euclidean3D>	0	RET	$ == null
766	PolyhedronsSet.java	recurseFirstIntersection	offset	double	1	DEF	$ < 0
767	PolyhedronsSet.java	recurseFirstIntersection	in	boolean	0	RET	$
768	PolyhedronsSet.java	recurseFirstIntersection	facet	SubHyperplane<Euclidean3D>	0	RET	$ != null
769	PolyhedronsSet.java	recurseFirstIntersection	crossed	SubHyperplane<Euclidean3D>	0	RET	$ != null
770	PolyhedronsSet.java	recurseFirstIntersection	in	boolean	0	RET	$
771	PolyhedronsSet.java	recurseFirstIntersection	hit3D	Vector3D	0	RET	$ != null
772	PolyhedronsSet.java	recurseFirstIntersection	facet	SubHyperplane<Euclidean3D>	0	RET	$ != null
4240	PolynomialFunction.java	PolynomialFunction	n	int	0	NoDataException	$ == 0
14734	PolynomialFunction.java	PolynomialFunction	n	int	0	NIL-WHILE	$ > 1
4241	PolynomialFunction.java	evaluate	n	int	0	NoDataException	$ == 0
14735	PolynomialFunction.java	evaluate	j	int	0	NIL-FOR	$ >= 0
4242	PolynomialFunction.java	value	n	int	0	NoDataException	$ == 0
14736	PolynomialFunction.java	value	j	int	0	NIL-FOR	$ >= 0
14737	PolynomialFunction.java	add	lowLength	int	0	NIL-FOR	i < $
14738	PolynomialFunction.java	subtract	lowLength	int	0	NIL-FOR	i < $
14739	PolynomialFunction.java	subtract	highLength	int	0	NIL-FOR	i < $
14741	PolynomialFunction.java	multiply	newCoefficients	double[]	0	NIL-FOR	i < $.length
4244	PolynomialFunction.java	differentiate	n	int	0	NoDataException	$ == 0
4245	PolynomialFunction.java	differentiate	n	int	0	RET	$ == 1
14743	PolynomialFunction.java	differentiate	i	int	0	NIL-FOR	$ > 0
4253	PolynomialFunction.java	toString	i	int	0	DEF	$ > 1
4255	PolynomialFunction.java	equals	obj	Object	0	RET	this == $
14725	PolynomialFunctionLagrangeForm.java	evaluateInternal	i	int	0	NIL-FOR	$ < n
14725	PolynomialFunctionLagrangeForm.java	evaluateInternal	n	int	0	NIL-FOR	i < $
14726	PolynomialFunctionLagrangeForm.java	evaluateInternal	i	int	0	NIL-FOR	$ < n
14726	PolynomialFunctionLagrangeForm.java	evaluateInternal	n	int	0	NIL-FOR	i < $
14728	PolynomialFunctionLagrangeForm.java	computeCoefficients	i	int	0	NIL-FOR	$ < n
14728	PolynomialFunctionLagrangeForm.java	computeCoefficients	n	int	0	NIL-FOR	i < $
14729	PolynomialFunctionLagrangeForm.java	computeCoefficients	i	int	0	NIL-FOR	$ < n
14729	PolynomialFunctionLagrangeForm.java	computeCoefficients	n	int	0	NIL-FOR	i < $
14730	PolynomialFunctionLagrangeForm.java	computeCoefficients	j	int	0	NIL-FOR	$ > 0
14731	PolynomialFunctionLagrangeForm.java	computeCoefficients	i	int	0	NIL-FOR	$ < n
14731	PolynomialFunctionLagrangeForm.java	computeCoefficients	n	int	0	NIL-FOR	i < $
14732	PolynomialFunctionLagrangeForm.java	computeCoefficients	j	int	0	NIL-FOR	$ < n
14732	PolynomialFunctionLagrangeForm.java	computeCoefficients	n	int	0	NIL-FOR	j < $
14733	PolynomialFunctionLagrangeForm.java	computeCoefficients	j	int	0	NIL-FOR	$ >= 0
14753	PolynomialFunctionNewtonForm.java	value	i	int	0	NIL-FOR	$ >= 0
14754	PolynomialFunctionNewtonForm.java	evaluate	i	int	0	NIL-FOR	$ >= 0
14755	PolynomialFunctionNewtonForm.java	computeCoefficients	n	int	0	NIL-FOR	i <= $
14756	PolynomialFunctionNewtonForm.java	computeCoefficients	i	int	0	NIL-FOR	$ >= 0
14757	PolynomialFunctionNewtonForm.java	computeCoefficients	j	int	0	NIL-FOR	$ > 0
4261	PolynomialFunctionNewtonForm.java	verifyInputArray	a	double	0	NoDataException	$.length == 0
4261	PolynomialFunctionNewtonForm.java	verifyInputArray	c	double	0	NoDataException	$.length == 0
4222	PolynomialSplineFunction.java	PolynomialSplineFunction	knots	double	0	NullArgumentException	$ == null
4222	PolynomialSplineFunction.java	PolynomialSplineFunction	polynomials	PolynomialFunction	0	NullArgumentException	$ == null
4226	PolynomialSplineFunction.java	value	i	int	0	DEF	$ < 0
14724	PolynomialSplineFunction.java	polynomialSplineDerivative	i	int	0	NIL-FOR	$ < n
4229	PolynomialSplineFunction.java	value	i	int	0	DEF	$ < 0
14745	PolynomialsUtils.java	shift	dp1	int	0	NIL-FOR	i < $
14746	PolynomialsUtils.java	shift	i	int	0	NIL-FOR	j <= $
14747	PolynomialsUtils.java	shift	dp1	int	0	NIL-FOR	i < $
14748	PolynomialsUtils.java	shift	d	int	0	NIL-FOR	i < $
14749	PolynomialsUtils.java	shift	d	int	0	NIL-FOR	j < $
14750	PolynomialsUtils.java	buildPolynomial	degree	int	0	NIL-FOR	i <= $
14751	PolynomialsUtils.java	computeUpToDegree	degree	int	0	NIL-FOR	k < $
14752	PolynomialsUtils.java	computeUpToDegree	i	int	0	NIL-FOR	$ < k
14752	PolynomialsUtils.java	computeUpToDegree	k	int	0	NIL-FOR	i < $
3022	PowellOptimizer.java	PowellOptimizer	abs	double	0	NotStrictlyPositiveException	$ <= 0
14063	PowellOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
14063	PowellOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
14064	PowellOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
14064	PowellOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
3024	PowellOptimizer.java	doOptimize	stop	boolean	0	DEF	$
3024	PowellOptimizer.java	doOptimize	checker	ConvergenceChecker<PointValuePair>	0	DEF	$ != null
3025	PowellOptimizer.java	doOptimize	stop	boolean	0	RET	$
14065	PowellOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
14065	PowellOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
3028	PowellOptimizer.java	doOptimize	t	double	0	DEF	$ < 0.0
14066	PowellOptimizer.java	newPointAndDirection	i	int	0	NIL-FOR	$ < n
14066	PowellOptimizer.java	newPointAndDirection	n	int	0	NIL-FOR	i < $
2194	PowellOptimizer.java	PowellOptimizer	abs	double	0	NotStrictlyPositiveException	$ <= 0
13633	PowellOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
13633	PowellOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
13634	PowellOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
13634	PowellOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
2196	PowellOptimizer.java	doOptimize	stop	boolean	0	DEF	$
2196	PowellOptimizer.java	doOptimize	checker	ConvergenceChecker<PointValuePair>	0	DEF	$ != null
2197	PowellOptimizer.java	doOptimize	stop	boolean	0	RET	$
13635	PowellOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < n
13635	PowellOptimizer.java	doOptimize	n	int	0	NIL-FOR	i < $
2200	PowellOptimizer.java	doOptimize	t	double	0	DEF	$ < 0.0
13636	PowellOptimizer.java	newPointAndDirection	i	int	0	NIL-FOR	$ < n
13636	PowellOptimizer.java	newPointAndDirection	n	int	0	NIL-FOR	i < $
225	Precision.java	equals	xInt	int	0	DEF	$ < 0
226	Precision.java	equals	yInt	int	0	DEF	$ < 0
228	Precision.java	equals	xInt	long	0	DEF	$ < 0
229	Precision.java	equals	yInt	long	0	DEF	$ < 0
230	Precision.java	round	x	double	1	RET	Double.isInfinite($)
231	Precision.java	roundUnscaled	sign	double	1	DEF	$ == -1
232	Precision.java	roundUnscaled	sign	double	1	DEF	$ == -1
1482	PreconditionedIterativeLinearSolver.java	checkParameters	m	RealLinearOperator	0	DimensionMismatchException	$ != null
1060	Primes.java	nextPrime	n	int	0	MathIllegalArgumentException	$ < 0
1062	Primes.java	nextPrime	n	int	0	RET	$ == 1
1018	ProperBigFractionFormat.java	parse	ret	BigFraction	0	RET	$ != null
1019	ProperBigFractionFormat.java	parse	whole	BigInteger	0	RET	$ == null
1020	ProperBigFractionFormat.java	parse	num	BigInteger	0	RET	$ == null
1022	ProperBigFractionFormat.java	parse	den	BigInteger	0	RET	$ == null
1024	ProperBigFractionFormat.java	parse	wholeIsNeg	boolean	0	DEF	$
1025	ProperBigFractionFormat.java	parse	wholeIsNeg	boolean	0	DEF	$
1026	ProperBigFractionFormat.java	setWholeFormat	format	NumberFormat	0	NullArgumentException	$ == null
999	ProperFractionFormat.java	format	whole	int	0	DEF	$ != 0
1000	ProperFractionFormat.java	parse	ret	Fraction	0	RET	$ != null
1001	ProperFractionFormat.java	parse	whole	Number	0	RET	$ == null
1002	ProperFractionFormat.java	parse	num	Number	0	RET	$ == null
1004	ProperFractionFormat.java	parse	den	Number	0	RET	$ == null
1006	ProperFractionFormat.java	setWholeFormat	format	NumberFormat	0	NullArgumentException	$ == null
12874	QRDecomposition.java	getR	row	int	0	NIL-FOR	$ >= 0
12875	QRDecomposition.java	getR	col	int	0	NIL-FOR	$ < n
12875	QRDecomposition.java	getR	n	int	0	NIL-FOR	col < $
12877	QRDecomposition.java	getQT	minor	int	0	NIL-FOR	$ >= 0
12878	QRDecomposition.java	getQT	col	int	0	NIL-FOR	$ < m
12878	QRDecomposition.java	getQT	m	int	0	NIL-FOR	col < $
12879	QRDecomposition.java	getQT	row	int	0	NIL-FOR	$ < m
12879	QRDecomposition.java	getQT	m	int	0	NIL-FOR	row < $
12880	QRDecomposition.java	getQT	row	int	0	NIL-FOR	$ < m
12880	QRDecomposition.java	getQT	m	int	0	NIL-FOR	row < $
12881	QRDecomposition.java	getH	i	int	0	NIL-FOR	$ < m
12881	QRDecomposition.java	getH	m	int	0	NIL-FOR	i < $
950	Quaternion.java	equals	THIS	Quaternion	0	RET	$ == other
950	Quaternion.java	equals	other	Object	0	RET	this == $
12658	RRQRDecomposition.java	performHouseholderReflection	qrt	double[][]	0	NIL-FOR	i < $.length
12660	RRQRDecomposition.java	getP	i	int	0	NIL-FOR	$ < n
12660	RRQRDecomposition.java	getP	n	int	0	NIL-FOR	i < $
1336	RRQRDecomposition.java	getRank	thisNorm	double	0	DEF	$ == 0
3156	RandomDataGenerator.java	nextHexString	len	int	0	NotStrictlyPositiveException	$ <= 0
14187	RandomDataGenerator.java	nextHexString	randomBytes	byte[]	0	NIL-FOR	i < $.length
3159	RandomDataGenerator.java	nextInt	max	int	1	RET	$ <= 0
3162	RandomDataGenerator.java	nextLong	max	long	1	RET	$ <= 0
3165	RandomDataGenerator.java	nextLong	n	long	0	RET	$ > 0
3166	RandomDataGenerator.java	nextSecureHexString	len	int	0	NotStrictlyPositiveException	$ <= 0
14190	RandomDataGenerator.java	nextSecureHexString	hash	byte[]	0	NIL-FOR	i < $.length
3169	RandomDataGenerator.java	nextSecureInt	max	int	1	RET	$ <= 0
3172	RandomDataGenerator.java	nextSecureLong	max	long	1	RET	$ <= 0
3175	RandomDataGenerator.java	nextLong	n	long	0	RET	$ > 0
3176	RandomDataGenerator.java	nextGaussian	sigma	double	0	NotStrictlyPositiveException	$ <= 0
3178	RandomDataGenerator.java	nextUniform	lower	double	0	NotFiniteNumberException	Double.isInfinite($)
3179	RandomDataGenerator.java	nextUniform	upper	double	0	NotFiniteNumberException	Double.isInfinite($)
3180	RandomDataGenerator.java	nextUniform	lower	double	0	NotANumberException	Double.isNaN($)
3180	RandomDataGenerator.java	nextUniform	upper	double	0	NotANumberException	Double.isNaN($)
14192	RandomDataGenerator.java	nextUniform	lowerInclusive	boolean	0	NIL-WHILE	$
3182	RandomDataGenerator.java	nextPermutation	k	int	0	NotStrictlyPositiveException	$ <= 0
14193	RandomDataGenerator.java	nextPermutation	i	int	0	NIL-FOR	$ < k
14193	RandomDataGenerator.java	nextPermutation	k	int	0	NIL-FOR	i < $
3184	RandomDataGenerator.java	nextSample	k	int	0	NotStrictlyPositiveException	$ <= 0
14194	RandomDataGenerator.java	nextSample	i	int	0	NIL-FOR	$ < k
14194	RandomDataGenerator.java	nextSample	k	int	0	NIL-FOR	i < $
3187	RandomDataGenerator.java	shuffle	i	int	1	DEF	$ == 0
14196	RandomDataGenerator.java	getNatural	i	int	0	NIL-FOR	$ < n
14196	RandomDataGenerator.java	getNatural	n	int	0	NIL-FOR	i < $
3250	RandomKey.java	inducedPermutation	index	int	0	MathIllegalArgumentException	$ == -1
12662	RealMatrixFormat.java	format	i	int	0	NIL-FOR	$ < rows
12662	RealMatrixFormat.java	format	rows	int	0	NIL-FOR	i < $
1337	RealMatrixFormat.java	format	j	int	0	DEF	$ > 0
12664	RealMatrixFormat.java	parse	loop	boolean	0	NIL-FOR	$
1346	RealMatrixFormat.java	parse	loop	boolean	0	RET	$
1347	RealMatrixFormat.java	parse	component	Number	1	DEF	$ != null
1782	RealVector.java	checkIndex	index	int	0	OutOfRangeException	$ < 0
1783	RealVector.java	checkIndices	start	int	0	OutOfRangeException	$ < 0
1784	RealVector.java	checkIndices	end	int	0	OutOfRangeException	$ < 0
13290	RealVector.java	add	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
13291	RealVector.java	subtract	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
1786	RealVector.java	mapAddToSelf	d	double	0	RET	$ != 0
13292	RealVector.java	dotProduct	i	int	0	NIL-FOR	$ < n
13292	RealVector.java	dotProduct	n	int	0	NIL-FOR	i < $
1787	RealVector.java	cosine	norm	double	0	MathArithmeticException	$ == 0
1787	RealVector.java	cosine	vNorm	double	0	MathArithmeticException	$ == 0
13293	RealVector.java	getDistance	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
13294	RealVector.java	getNorm	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
13295	RealVector.java	getL1Norm	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
13296	RealVector.java	getLInfNorm	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
13297	RealVector.java	getL1Distance	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
13298	RealVector.java	getLInfDistance	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
13299	RealVector.java	getMinIndex	iterator	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
13300	RealVector.java	getMaxIndex	iterator	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
13301	RealVector.java	outerProduct	i	int	0	NIL-FOR	$ < m
13301	RealVector.java	outerProduct	m	int	0	NIL-FOR	i < $
13302	RealVector.java	outerProduct	j	int	0	NIL-FOR	$ < n
13302	RealVector.java	outerProduct	n	int	0	NIL-FOR	j < $
1791	RealVector.java	projection	norm2	double	0	MathArithmeticException	$ == 0.0
13303	RealVector.java	set	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
13304	RealVector.java	toArray	i	int	0	NIL-FOR	$ < dim
13304	RealVector.java	toArray	dim	int	0	NIL-FOR	i < $
1792	RealVector.java	unitVector	norm	double	0	MathArithmeticException	$ == 0
1793	RealVector.java	unitize	norm	double	0	MathArithmeticException	$ == 0
13305	RealVector.java	mapToSelf	it	Iterator<Entry>	0	NIL-WHILE	$.hasNext()
13307	RealVector.java	walkInDefaultOrder	i	int	0	NIL-FOR	$ < dim
13307	RealVector.java	walkInDefaultOrder	dim	int	0	NIL-FOR	i < $
13308	RealVector.java	walkInDefaultOrder	end	int	0	NIL-FOR	i <= $
13309	RealVector.java	walkInDefaultOrder	i	int	0	NIL-FOR	$ < dim
13309	RealVector.java	walkInDefaultOrder	dim	int	0	NIL-FOR	i < $
13310	RealVector.java	walkInDefaultOrder	end	int	0	NIL-FOR	i <= $
1624	RealVectorFormat.java	format	i	int	0	DEF	$ > 0
13033	RealVectorFormat.java	parse	loop	boolean	0	NIL-FOR	$
1629	RealVectorFormat.java	parse	loop	boolean	0	RET	$
1630	RealVectorFormat.java	parse	component	Number	1	DEF	$ != null
13034	RealVectorFormat.java	parse	i	int	0	NIL-FOR	$ < data.length
13034	RealVectorFormat.java	parse	data	double[]	0	NIL-FOR	i < $.length
13178	RectangularCholeskyDecomposition.java	RectangularCholeskyDecomposition	order	int	0	NIL-FOR	i < $
13179	RectangularCholeskyDecomposition.java	RectangularCholeskyDecomposition	loop	boolean	0	NIL-FOR	$
13180	RectangularCholeskyDecomposition.java	RectangularCholeskyDecomposition	order	int	0	NIL-FOR	i < $
1691	RectangularCholeskyDecomposition.java	RectangularCholeskyDecomposition	r	int	0	NonPositiveDefiniteMatrixException	$ == 0
13181	RectangularCholeskyDecomposition.java	RectangularCholeskyDecomposition	order	int	0	NIL-FOR	i < $
13182	RectangularCholeskyDecomposition.java	RectangularCholeskyDecomposition	order	int	0	NIL-FOR	i < $
13183	RectangularCholeskyDecomposition.java	RectangularCholeskyDecomposition	i	int	0	NIL-FOR	j < $
13184	RectangularCholeskyDecomposition.java	RectangularCholeskyDecomposition	order	int	0	NIL-FOR	i < $
13185	RectangularCholeskyDecomposition.java	RectangularCholeskyDecomposition	r	int	0	NIL-FOR	j < $
650	RegionFactory.java	buildConvex	hyperplanes	Hyperplane<S>	0	RET	$.length == 0
650	RegionFactory.java	buildConvex	hyperplanes	Hyperplane<S>	0	RET	$ == null
653	RegionFactory.java	recurseComplement	attribute	BoundaryAttribute<S>	0	DEF	$ != null
2616	RegressionResults.java	RegressionResults	copyData	boolean	1	DEF	$
13837	RegressionResults.java	RegressionResults	varcov	double[][]	0	NIL-FOR	i < $.length
2617	RegressionResults.java	RegressionResults	rank	int	0	DEF	$ > 0
2618	RegressionResults.java	RegressionResults	containsConstant	boolean	1	DEF	$
2620	RegressionResults.java	getParameterEstimate	index	int	0	OutOfRangeException	$ < 0
2623	RegressionResults.java	getStdErrorOfEstimate	index	int	0	OutOfRangeException	$ < 0
2624	RegressionResults.java	getStdErrorOfEstimate	var	double	0	RET	Double.isNaN($)
2626	RegressionResults.java	getStdErrorOfEstimates	var	double	0	DEF	Double.isNaN($)
2628	RegressionResults.java	getCovarianceOfParameters	i	int	0	OutOfRangeException	$ < 0
2629	RegressionResults.java	getCovarianceOfParameters	j	int	0	OutOfRangeException	$ < 0
191	ResizableDoubleArray.java	ResizableDoubleArray	initialCapacity	int	0	NotStrictlyPositiveException	$ <= 0
192	ResizableDoubleArray.java	ResizableDoubleArray	data	double	0	DEF	$ != null
201	ResizableDoubleArray.java	discardExtremeElements	i	int	1	MathIllegalArgumentException	$ < 0
202	ResizableDoubleArray.java	discardExtremeElements	front	boolean	0	DEF	$
206	ResizableDoubleArray.java	getElement	index	int	1	RET	$ >= 0
207	ResizableDoubleArray.java	setElement	index	int	0	ArrayIndexOutOfBoundsException	$ < 0
213	ResizableDoubleArray.java	setNumElements	i	int	0	MathIllegalArgumentException	$ < 0
218	ResizableDoubleArray.java	equals	result	boolean	1	RET	$
4092	RiddersSolver.java	doSolve	y1	double	0	RET	$ == 0
4093	RiddersSolver.java	doSolve	y2	double	0	RET	$ == 0
14782	RombergIntegrator.java	doIntegrate	i	int	0	NIL-FOR	j <= $
871	RootsOfUnity.java	computeRoots	n	int	0	ZeroException	$ == 0
12452	RootsOfUnity.java	computeRoots	absN	int	0	NIL-FOR	i < $
874	RootsOfUnity.java	getReal	k	int	0	OutOfRangeException	$ < 0
876	RootsOfUnity.java	getImaginary	k	int	0	OutOfRangeException	$ < 0
709	Rotation.java	Rotation	needsNormalization	boolean	0	DEF	$
710	Rotation.java	Rotation	norm	double	0	MathIllegalArgumentException	$ == 0
712	Rotation.java	Rotation	det	double	0	NotARotationMatrixException	$ < 0.0
713	Rotation.java	Rotation	normProduct	double	0	MathArithmeticException	$ == 0
718	Rotation.java	getAxis	squaredSine	double	1	RET	$ == 0
14417	RungeKuttaIntegrator.java	integrate	stages	int	0	NIL-FOR	i < $
14419	RungeKuttaIntegrator.java	integrate	stages	int	0	NIL-FOR	k < $
14420	RungeKuttaIntegrator.java	integrate	y0	double[]	0	NIL-FOR	j < $.length
14421	RungeKuttaIntegrator.java	integrate	l	int	0	NIL-FOR	$ < k
14422	RungeKuttaIntegrator.java	integrate	y0	double[]	0	NIL-FOR	j < $.length
3523	RungeKuttaIntegrator.java	integrate	nextIsLast	boolean	0	DEF	$
14318	RungeKuttaStepInterpolator.java	writeExternal	i	int	0	NIL-FOR	$ < n
14318	RungeKuttaStepInterpolator.java	writeExternal	n	int	0	NIL-FOR	i < $
